"text","profession of the actress","childhood and adolescence","family","relation with reality","self-determination","historical events","feelings and moods","body","home","relation with man","meloncholy","writing","self-performance","relation with the natural world","aging","politics","relation with women","life events","spiritual dimension","theater","education","first theatrical experience","conflict","fatigue","criticism","writers","autonomy","fascism","festival","cinematographic debut","regret","food","physical description","sons and daughters","bath","love and passion","mouth","childhood home","managing your own destiny","dressing room","clothes","depression","daily objects","writing-therapy","pain","desire for freedom","love","parents","childhood friends","care and looking after","eating behaviour disorders","abandonment","mother","home-prison","abuse","authenticity","friendship","naked","emancipation (from the roles of wife and mother)","forgetting","being alone (solitude as an act of self-determination)","eroticism","beauty","analyst","literature","family education","autorship","trees","stage","religious education","actors","artists","pets","being a woman","cosmetic surgery","silent cinema","happiness","experience","movie","art","partner","civic and social commitment","relationship with other actresses","production houses","career end","thought","being another","actress by chance","flowers","alcohol","interviews","complicity","anguish","desire and attraction","being a diva","masculine traits","conflict as an affirmation of the self","personagge","reciting","mirror","games","anti-diva","imagination","breastfeeding","memory","music","abortion","Liberation from nazi-fascism","anti-fascism","theatrical debut","cinecittà","second world war","fear","competition","activities in the resistance","drugs","contracts","self-taught","prizes","watching","press and television","making cinema","ugliness","first loves","writing-freedom","religion","school","socks","accepting","audition","photogenicity","remembering","maternity","sea","producer","husband","movie industry","jet-set","evening dress","divorce","sex","pregnancy","directors","death of the mother","sensuality","to feel","legal proceedings","disappointment","unease","concentration","imaginary","money as emancipation","marriage proposal","patriarchal education","feminism","jealousy","entry into parliamentary politics","end of the career","church","faith","anxiety","impossible loves","insomnia","truth","vocation","comedy","death of Marilyn Monroe","death of the Father","home-haven","kitchen","inventing","screenplay","make-up and disguise","loneliness","sexual violence","transgression","measures","psychic suffering","wild animals","camera","bosom","equality","beauty contests","pygmalion relationship","garden","marriage","trauma","dreaming","set","seduction","heels","male gaze","advertising","shame","fandom","birth of children","metamorphosis","Rome","spirituality","unhappiness","travelling","household chores","retrospective life","trips","island","sensoriality","first world war","death of dear friends","out of picture","slap","couple life","transformation of the body","health","their own birth","death of the husband","game","evidence","resistence","testimonial","escape","jewels","grown-up children","television","father","second wave feminism","feeling alone","movement of the sixty-eight","losing","monstrosity","brothers","time for themself","feet","losing home","radio","sisters","psychotropic medications","simplicity","choices","menstruation","referendum on divorce","violence","suicide","cinematographic gaze","resentment","sexism","scandals","joy","spectator","eyes","nuns","tangentopoli","betrayals","irony","referendum on abortion","wedding","anger"
"In 1957, at the Venice Film Festival, I saw my first film in the room: and it was Luchino Visconti's White Nights. I remember the award ceremony perfectly. When, to that of Visconti, the film of Satyayit Ray Aparayito was preferred, and he had the Silver Lion, he went up to take it, on stage, with a couple of ironic jokes: ""I prefer to make the Indian,"" and then quoted the Koran: ""The silence is gold, the word is silver."" I sat in the audience next to Rossana Podestà, to Rino Salviati, to Bozzini and Salvatore Argento, who at the time were the rectors of UnitaliaFilm, organizer of the Italian film week in Tunis, within which there was the competition of the most beautiful Italian of Tunisia, won by me in a completely involuntary and unconscious way. All these people had adopted me, treated me like a daughter. I was staying with my mother in a Lido hotel. And from there I reached every morning the beach of the Excelsior, where they were all there: I remember Renato Salvatori, an incredible amount of directors, producers. And there was also Franco Cristaldi...",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Often the actors are as beautiful as you can see them on the screen. But they are far more unhappy than they appear and do not know. They're more or less as unhappy as men and women. Because it is equally difficult, for both of them, to live with the myth of themselves: becoming a sex Symbol means then, for the rest of your life, constantly dealing with the anguish of not being up to the myth, with the fear of disappointing the people who will meet you on the street, with the anxiety of losing their power of seduction. From anguish and insecurity to neurosis, to, in some cases, illness and paranoia: the step is relatively short.",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thank God I never got confused with the girl who appeared photographed in the papers. Otherwise, I would have lost my mind. People are sometimes surprised that my friend Alain Delon talks about himself in the third person. The fact is that you usually ignore what a star's life means; rumors about us, clouds of courtiers, servants who make us see the world as a vast satellite. The more we are idolized, the stronger we must be in order not to lose our identity as human beings. I was lucky to have always been aware of my identity. When I look on the screen, I know it's not really me, but someone who looks like me. I've never confused roles. And when I meet someone on the street who smiles at me, I'm just happy, as if he compliments me for working well. I've never tried to seduce, to lie, I've just tried to make people dream.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In 1962, Marilyn Monroe committed suicide. He was 36 years old. That news exploded like a bomb in those years of sweet life, like the announcement of a divine curse, of a punishment launched on a woman too beautiful who had played too much with the desire of men... I was interviewed by some journalists about it. They asked me if I was afraid of that fate as an actress. Why the confrontation? That was crazy. We had nothing in common, Marylin and I. I didn't feel more involved in that death than any other girl of my generation could be. But I understood Marilyn's loss, despair. Here's a star who got lost. But she had nothing to hold on to! Not only did she lack great love. The presence of a secretary, a doctor, a passenger lover, could nothing against the loneliness and suffering of childhood, the absence of the family. She had been fed to the public without anyone protecting her, increasing her fragility. On the contrary, I felt very strong, and above all deeply normal. I owe it to Dad, Mom, Blanche, Bruno, Adrien, and Beppo, our wolf dog. My family gave me security and normality. At home, they were talking about my brothers' electronic studios, the same way they were talking about filming my own movie. We all had dreams, desires, jobs. Adrien became a cameraman, but Blanche couldn't follow my footsteps in the movies. It was difficult to impose another Cardinal. Anyway, that's what Cristaldi said. Of course, my job was a bit strange, not only because I earned much more than everyone else, but because it continued outside the set, during the evenings in long dress, the sessions by the photographer, the interviews. But I was Claude, the older sister who had a minister's agenda, and who others treated like a star. The reporters came to interview me about this, about that, but in the family my opinion didn't matter anymore than the others. They didn't even talk about the famous people I knew. It would have been a long time if my mother had allowed them to call them ""good people."" They had too much money and they were too famous. He pretended they didn't exist. That somewhat misunderstandingd world remained outside the home walls.",1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rita Hayworth was shocking. He lived the worst tragedy for a star: a slow decadence. Was she already ill with Alzheimer's when I met her? I don't know. All I know is that she was deeply unhappy. One day, on the set of the Circus, we saw her coming with bruises on her face. I don't know who did that to her. But I think she had a lot of problems with her kids who couldn't stand to see her drink. It was heartbreaking to meet a goddess like that. I felt almost uncomfortable, with my twenty-four years, my smile, my successes. I wanted to hug her, comfort her. One day, we met together in front of the mirror lights, for a touch-up between scenes. Looking at me he told me: ""Anch'io, I was beautiful"" (Translated with Google Translate) A compliment that did not hide a certain hostility. I couldn't hold back, and I cried. My emotion touched her. In front of that blinding light, which does not forgive, we dropped the mask. I felt helpless. All we could do was surrender to destiny, and perhaps, for a moment, accompany it along its last stretch of road. One might be surprised to know that on the set the intimate relationships are tightened in this way, and that they often end up with the last take. But it is. We actors, we only have one family on the scene: the one the casting gave us.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Visconti had fun taunting us. ""Claudine, I don't want fake kisses, fake caresses..."" ""I acted cunningly, I played in my turn, and Luchino appreciated me more: I didn't fall into the trap, showing him that, despite my smile, my sensuality, my apparent sweetness, I was a strong woman. After all, he could only love women of character; the Chanels, the Dietrichs. On his desk, in Rome, there was only one photo, signed ""I love you"", the ""Angelo azzurro.""",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No one in the house ever thought to call me ""Claudia,"" I was Claude, an androgynous name that was well suited to my nature as a male, always sweaty, noisy, digging neck, refractory to every female frill. My register of civil status also includes the names of Joséphine and Rose my grandmothers, also adapted to the colonial style.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"And I had never met love, what girls dream of. The great love. On the sets, I was the producer's lady for everyone. A very common actress model. You could mention De Laurentiis and Silvana Mangano, David O. Selznick and Jennifer Jones, Carlo Ponti and Sophia Loren... but also Franco Cristaldi and Claudia Cardinale. I was undoubtedly the only one to have been surprised by this finale, this metamorphosis, slow, progressive, of our relationship. Franco had always taken care of everything, he had always taken care of me. By virtue of being like a husband, he eventually became one. Almost. Because he was already married. But at the time of our meeting, he was separated. I never stole anyone's husband. However, was that the freedom I dreamed of when, at the age of eighteen, I decided to find the means to raise my own son? Cristaldi had many qualities. He was seductive, and I was infinitely grateful to him for helping me at the time when I felt lost, but he spent most of his time in a small three - story building: his offices. He gave me jewelry, furs, but I had the feeling he did it more by convention than by a genuine emotional impulse. He kept buying me. And it was above all this that made me uncomfortable, so I went to work to show him that I didn't need anything, I never asked for anything, I didn't encourage anything. Besides, we almost never were alone.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cristaldi had been a lawyer before he became a producer. Dozens of pages organized my professional life, fixed the amount of my monthly salary, determined beforehand and regardless of the importance of my cache collected by the producers. Pages that laid down the names of the tailors who dressed me, the expenses that Vides took on, the following composed of driver, secretary, press officer. My life was controlled. Step by step. With those articles, those paragraphs, those chapters on which I had signed, I had sold my soul. The deal forced me to give up my free will. I had no right to my image anymore. The Vides had bought me as a commodity: color and length of the hair, measurements, everything was written without me being able to make even the smallest modification. Every decision about my personal life had to be made in agreement with my producers. Cristaldi was good and generous, but he never failed to remind me that he had created me and that consequently I belonged to him. Even today, many years after our separation, many years after his death, I have not forgotten anything.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Women don't consider me a rival, men talk to me with respect, although sometimes they call me Gina or Sophia. Rarely have I been attacked, once maybe someone shouted to me: ""You make up too much!"" I put an end to the conversation, saying, ""Don't mind your own business!"" Probably the fact that I was never afraid protected me, making my life easier. Today, I have nothing to hide. I'm the way I am.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"To reconnect with everyday life, each one has his own rites. I need solitude, silence. After the passage to the dressing room, after having put on my makeup, like the clown of the circus, Claudia becomes Claude again. And I go home, where everything is in its place. All those who are not strong enough to find their way home, in the perennial earthquake of our careers, risk their lives turning into tragedies.",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Without needing any confidence, Visconti understood everything about the violence I was hiding. He loved to feel that a shadow weighed on the past of his actors, because it added that part of mystery that gave depth to his characters. The directors are always a little medium. But no one better than Valerio Zurlini guessed what a different girl, an actress who did not belong to any group, no clique, made me. It was with him that I would turn the girl with the suitcase, my first big role.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When they asked Mastroianni what he preferred about Visconti, who had made him debut in the theater, or Fellini, who had made him a great movie star, he replied: ""Visconti was the teacher that the schoolchildren love and admire, Fellini the classmate"". Visconti was a teacher to me, too. I admired his culture, his curiosity that allowed him to be perfectly aware of fashion and makeup in vogue, the songs of Sanremo or the best sellers. He was an enthusiast of history, literature, music. A hard teacher, sometimes sarcastic, ironic, cruel, who did not know how to show us his love and expressed it with a thousand little gifts. [...] Fellini, on the contrary, was at ease improvising. We called him the magician, because he possessed a special genius capable of involving us in his dreams. He did not elude problems, he put them before our eyes, as an integral part of his fantasy.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"My father had two passions: the watches, which disassembled and reassembled with meticulousness, and the violin, which played to make us fall asleep. I grew up in a family of musicians: my sister practiced piano and singing, Adrien with guitar. The big exit of the family was for the concert. But no movie theater! Of American films, I knew the posters well: how not to notice the faces of men and women chained in a kiss... yet, at fifteen years old, neither I nor my sister, younger than a year, were allowed to attend shows contrary to morale. We could dream in front of the pictures posted on the panels at the entrance of the halls. But we girls didn't have to know anything about loving life. And let's forget about the ""sexual"" life, a word we wouldn't have said without blushing. And not even the simple functioning of our bodies. In those days, at school, we studied the reproduction of amoebas... and I remember the panic that struck Blanche [his sister] at her first menstruation, the upset cry that called my father to help, and the slap that earned her that scare! At our house it was a ritual, a quick way to teach daughters not to talk about those things there. Every month I heard Mom tell Dad, with much mysterious, that the British had landed. A no-girl who used to put my brothers on the windows... I was squealing. I didn't do it...",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In Mayrig (1991), I am thirty-five years old. It is the time when the Armenian family, escaped genocide, arrives in Marseilles. In 588 rue Paradis, released the same year, I have eighty-five and curved path. The makeup magician, an Italian, had come on purpose from Los Angeles to work on this metamorphosis that required hours of makeup. In the end, looking at me in the mirror, I was shocked. Was it really me? Would I have become like that old lady one day? I don't like to look back, but I don't even like to imagine the future. Let us live the present!",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
