text,time,self-determination,home,body,spiritual dimension,life events,historical events,family,childhood and adolescence,aging,meloncholy,self-performance,politics,relation with men,relation with the natural world,relation with reality,relation with women,writing,feelings and moods,profession of the actress
"[In Paris] The tests [of Pirandellian, man, beast and virtue] had to start after a few days, only comforted me the fact that they would last at least a month. But I did not have to forget that the character was all to be recreated in another language and with other accents and other ways. I put, suffering, and with long stops in bed, at the study of the part. I tried the effects, which I gradually obtained, on my only spectator, who was a French company young lady; But the theater tests had to be faced. The outcome was superior to all my expectations.",1.4547058569733053,0.4072764813899994,0.025304332375526428,0.10885389894247055,0.17635437846183777,0.2444203644990921,0.034028779715299606,0.0005077347159385681,0.4872381091117859,0.3910227119922638,0.03694862499833107,0.6236408948898315,0.0004691844223998487,0.11585738509893417,0.041999123990535736,0.07943127304315567,0.09823500365018845,0.04225412383675575,0.8288205862045288,0.11121965944766998
"While I was waiting for the tests, it was also necessary to think about dressing this character. [...] I had neither time nor a way of turning from Paris to Italian tailors. [...] And here [Mi] with my good script in his hand from a Parisian tailor. When this read the work I saw it to me before the mortified and disheartened. What figure could he make us to dress a character that the author himself described as awkwardly masked of virtue? He did not see how his work could be necessary. I explained to him that it was very necessary. All the more difficult perhaps, at least it was a question of embarking one of the usual elegant living room clothes. New forms had to be created with a new appropriate style. [...] And so it happened. The representation also the clothes as a full part of the creation of the character obtained the most lively success, so much so that the newspaper ""Excelsior"" dedicated a whole page to comment on this new interpretative complement. The shape of my flat tense hat with a rigid modesty on the eyes, the sinuous tail of the armed black dress of the second act and many other founds had obtained the approval of all the criticism and the flower of the public with the test coming general.",1.4547058569733053,0.8499030470848083,0.05750572681427002,0.3320541977882385,0.23454265296459198,0.2773447334766388,0.049725212156772614,0.002594404388219118,0.08016616106033325,0.28778931498527527,0.0579402782022953,0.8697881698608398,0.006840563379228115,0.2223254144191742,0.12964892387390137,0.18093451857566833,0.20527637004852295,0.9692695736885071,0.8556890487670898,0.08221232146024704
"The performances followed each other for three months, and the most refined show for taste and quality was undoubtedly ours, the Italian one, in that period of the best Parisian theatrical season. I could easily take advantage of this Parisian success [...], but I made my trunks quickly and fury. It was an almost physical need to return to Italy. After this really difficult victory obtained abroad, I did not ask anyone for the recognition of it, only they wanted to have a remuneration asking to be received by our Duce. [...] I would have told him that, since I was a child, I had formed me to that school of courage and daring and faith, of which Benito Mussolini gave an example in our streets and in our squares in Milan [...] I was received in That solemn living room in Piazza Venezia. [...] He was an exquisite guest: he was interested in the events of the French theater, he also asked me with small things, as of the pay I perceived in Paris, and wanted to know when I would resume acting in Italy. [...] I preferred to turn all my attention and my care to the formation of a beautiful company for the imminent comic year. And taken from Naples [...] I then left for Palermo [...] [E] for some extraordinary performances in Sardinia. [...] But I drew in Rome and once again I was rejected by that same people always adverse to me. [...] But all these oppositions I wanted to win them, also for the desire that animated me to approach me more and more warm breath of the masses. I was rewarded.",1.4547058569733053,0.6458104848861694,0.008459377102553844,0.11927527189254761,0.11723658442497253,0.047221798449754715,0.03592570126056671,0.001529844943434,0.47487229108810425,0.11133148521184921,0.06407713890075684,0.7541676163673401,0.0007262029685080051,0.05563528090715408,0.06137406453490257,0.06829125434160233,0.05309348180890083,0.08491642773151398,0.8301905989646912,0.5455459356307983
"How much best party could have been drawn from me, from my art, from my figure, from my voice, from all my scenic game, was seen in my second film, Teresa Confalonieri, who had a sensational success throughout Italy and which was consecrated by the first prize in the Venice International Film Festival. […] The miracle took place on an evening of magnificent full moon, after a week of thunderous rains; And it was for me as a dream, because the successful successful success could not be bigger and more beautiful.",1.4547058569733053,0.2878870964050293,0.0009724835399538279,0.0329919196665287,0.1708587408065796,0.03547180816531181,0.06368129700422287,0.0028228340670466423,0.03818836063146591,0.05348549410700798,0.055834878236055374,0.46732625365257263,0.005463457200676203,0.03831112012267113,0.12603874504566193,0.18614238500595093,0.10193786025047302,0.16158363223075867,0.7164982557296753,0.8156936764717102
"What I have said so far for the theater I could start saying it also for cinematography. Until a certain point, seeing me constantly kept out of any attempt to experiment with my figure on the screen, I myself asked myself: «But maybe in the film I will not come well? ». I knew that in all other countries after the advent of the spoken film, most of the actresses and actors of the prose theater had been called to play the new subjects. [...] The doubt about my cinematographic possibilities, gradually began to take root in me so much that only by way of essay or test to myself, allowing to accept a part side by side in a film of German origin of which He wanted to make Italian reproduction. To so much he had reduced me to the distrust of others.",1.4547058569733053,0.8233155012130737,0.0006676093325950205,0.10337086766958237,0.03269615396857262,0.005456410814076662,0.06645253300666809,0.00027924636378884315,0.1162368506193161,0.11917631328105927,0.030536241829395294,0.8600170016288757,0.002993266563862562,0.10796218365430832,0.12937505543231964,0.16842420399188995,0.24804744124412537,0.8889559507369995,0.7594788074493408,0.7681387662887573
"The most authoritative critics noticed which purchase made Italian cinema with me, that is, with an artist who did not want in anything and at all to resemble the heroines of the films of across Ocean, with gestures, ways, and bearing and his own personal characters; such as to give a typical imprint to Italian production. Who did Italian criticism said to these things? Who listened to them? [...] Marta Abba after that success and after the consecration of criticism it was never called by anyone.",1.4547058569733053,0.8076130151748657,0.0018892097286880016,0.17840896546840668,0.0687423124909401,0.006728104315698147,0.023620283231139183,0.0014656493440270424,0.04163384437561035,0.10061181336641312,0.035581208765506744,0.8351290822029114,0.0076709287241101265,0.083189956843853,0.040674906224012375,0.09210007637739182,0.07665575295686722,0.8916698694229126,0.8095963001251221,0.6672182083129883
"This, in summary and summary the history of my artistic career so far. The conclusion that logically and on the basis of the facts must be drawn, unfortunately it is not happy. Not so much for me that [...] I always managed to impose myself [...] as for the conditions of dramatic art in Italy.",1.4495668762829155,0.7293921709060669,0.0017539177788421512,0.22268454730510712,0.1473538875579834,0.9035789370536804,0.847849428653717,0.0005963051808066666,0.05860090255737305,0.25032874941825867,0.019791025668382645,0.8525981307029724,0.0015058214776217937,0.05428700149059296,0.044400691986083984,0.07806534320116043,0.04403308033943176,0.4706172049045563,0.8215315341949463,0.04884354770183563
"I have lived with my secret for about ten years, and I believe that if I had given all the food I chewed and then vomited I could have saved at least a colony of malnourished children. […] Not I say? I think I saved them the malnourished children, from this drug that cares by smiling, who pretends not to be the same as the others.",1.4495668762829155,0.6326308846473694,0.05917955935001373,0.32847604155540466,0.17518660426139832,0.9525358080863953,0.26164382696151733,0.18322063982486725,0.7872775197029114,0.2827495038509369,0.0452091209590435,0.5882546305656433,0.014580797404050827,0.04461948573589325,0.06000066176056862,0.18753136694431305,0.07421649992465973,0.07718712836503983,0.7873342633247375,0.009079266339540482
"I didn't drink enough and I devoured solid foods so how I could think of being able to put back, they are physical laws! [...] Any bulimic in the world must know the right dose of liquids based on what he chooses to swallow and for the most refined even what to drink ... sometimes the water is not enough, better the milk.",1.4495668762829155,0.47361961007118225,0.0006836713291704655,0.6799394488334656,0.030459614470601082,0.14276044070720673,0.29841724038124084,0.0008219896699301898,0.0398222990334034,0.1695605218410492,0.0303158238530159,0.3820975124835968,0.06373550742864609,0.06558354198932648,0.22901077568531036,0.04751751199364662,0.0296171922236681,0.02657254785299301,0.6506480574607849,0.004798704758286476
"I am swollen, the skin pulls, the face is deformed. [...] I have a body that varies in weight day after day, excess liquids shake the already existing water in the thighs above all, it is there that you see more. They are all face and thighs. The face of those like me recognizes from the traits. The part of the jaw widens, the precaution becomes as high as the cheekbones, a sign that the liver is swearing in order to make me stop. I have the glands under the enormous neck, they deface the profile making it lose freshness, I am already old. The thighs, on the other hand, take on a colorful post -exposure to the sun of 14 without protection, tingling and moved reluctantly from the ground. I speak to us, I try to motivate them [...] but they don't answer. They have niagara waterfalls undergo my thighs, and moreover they are also deaf. ""I get shit!"" There are no symptoms for certain visions.",1.4495668762829155,0.5410873293876648,0.0018496225820854306,0.9691752791404724,0.04021526500582695,0.7288697957992554,0.03168528899550438,0.002604959299787879,0.7080093622207642,0.7562640309333801,0.044266458600759506,0.5058257579803467,0.00921338889747858,0.06766470521688461,0.08276575058698654,0.06974656134843826,0.12635548412799835,0.06271857023239136,0.9192009568214417,0.01325866300612688
"[The daughter] works on the interiors, I just trust. [...] System things, took space, illuminated the darkness, heated the area that now spits out only what should not remain inside. [...] Slowly, very flat, remodel the strokes, with the feet stops the black holes and do not give up the grip. It is so strong. For nine months it does not stop a second to build me. [...] He works on the destroyed soul, renovates the foundations and what I ask I do, because the right materials are needed this time. What I eat remains there and turns into healthy pieces of me.",1.4495668762829155,0.8635872602462769,0.8326365351676941,0.6720913648605347,0.8977863788604736,0.9465173482894897,0.03955867514014244,0.3540330231189728,0.6976395845413208,0.6572597622871399,0.05352602154016495,0.8644683957099915,0.0039811208844184875,0.08544120192527771,0.23622854053974152,0.22426731884479523,0.3927546441555023,0.08966461569070816,0.7447768449783325,0.642166256904602
"Sembro incinta al settimo mese e la cosa non mi dispiace affatto, mi porta in uno stato catartico che mi impone di continuare a recitare la parte della gravida felice. Mi purifico dalla colpa e sogno che tutto quel cibo pari a uno scaffale intero di un vecchio alimentari sia il mio primo figlio e che ad aspettarmi fuori dalla porta ci sia tutto l’amore del mondo. Mi siedo e mi rialzo sentendo la pressione della pancia, fingo di percepire qualcuno dentro e per un attimo mi dona quella pienezza che da sola proprio non riesco a sentire.",1.4495668762829155,0.709210991859436,0.28520843386650085,0.59064781665802,0.23647284507751465,0.8684173226356506,0.18381355702877045,0.9354714155197144,0.7220348715782166,0.29680195450782776,0.13765065371990204,0.7693346738815308,0.0014824284007772803,0.08122874796390533,0.2750032842159271,0.20808207988739014,0.25827354192733765,0.84660404920578,0.9541519284248352,0.022093314677476883
"I go back to the house and cry. Yes, this time I feel really lost. I didn't want it, it happened that I didn't even notice it and I don't think this is a good sign. I open the water in the bathroom and vomit crying. The acre liquid that comes out of my stomach mixes with the sea with the eyes and just like him is infinite. Everything flows. The water of the earth, the water of the stomach, the water from mine, eyes ... the water from my wounds now without blood. Liquids to lose, unfortunately. I always empty but I never fill; Yet it seems to me to lose love even from the eyes. I think I will remain alone, forever. Me and her.",1.4495668762829155,0.7701855897903442,0.634470522403717,0.4089089035987854,0.03249625861644745,0.7184556722640991,0.021807776764035225,0.03653803840279579,0.3228076696395874,0.6492327451705933,0.006094086449593306,0.7743342518806458,0.025655224919319153,0.04174612835049629,0.07451003789901733,0.041758183389902115,0.095293328166008,0.02226213924586773,0.836317777633667,0.004272466991096735
"I have everything I need in the car to feel loved and, even if it will last only a few hours, when I try all this adrenaline I feel that I will have a great day. [...] Nothing went wrong, even this time the cashier did not notice or if he did it who cares, I can change so much again and again. I am free to turn all the supermarkets in the area, I already have a seedling of those to be jumping for this month and where to review next month. [...] Everything I bought the drain on the bed, go to the kitchen and put the water to boil for safety, I open a box of tuna while I start biting the biscuit ice cream that I ate as a child.",1.4495668762829155,0.8583532571792603,0.3744179904460907,0.18463002145290375,0.11982686072587967,0.1772380769252777,0.05752316862344742,0.09171058237552643,0.41144853830337524,0.059289999306201935,0.0504821240901947,0.8921570777893066,0.004184353165328503,0.0751250684261322,0.12376899272203445,0.18422843515872955,0.11057641357183456,0.047028280794620514,0.9389047622680664,0.02506832778453827
"Continue to call me a guy, he has fixed himself and decided to bear everything that my malfacing combines [...]. I am unfriendly, the thought of having it is enough for me and I absolutely don't want to own it. I don't want this you think, I don't want you to try what she says she tries, instead she insists on wanting me to love without understanding that I will always choose two fingers in my throat at being with anyone.",1.4486587550491095,0.8511619567871094,0.10252530127763748,0.45481380820274353,0.032120056450366974,0.23618760704994202,0.09355686604976654,0.677086591720581,0.07626046985387802,0.4138963222503662,0.0389222726225853,0.8760979771614075,0.004161459859460592,0.6978660821914673,0.14652004837989807,0.28969064354896545,0.2804237902164459,0.5400215983390808,0.935629665851593,0.03258306533098221
"I have a nice smile lately, it does not have an acidic taste and does not create bitter taste in the mouth and elsewhere. I'm going to work on the radio. Since I am here I feel more solid, the vehicle manages to hide and I don't force myself to what it makes me uncomfortable. To be more precise ""the package"".",1.4486587550491095,0.40117886662483215,0.004731007385998964,0.5125261545181274,0.24733218550682068,0.009965596720576286,0.031073031947016716,0.003543066792190075,0.030659249052405357,0.02255101501941681,0.02929721586406231,0.6715539693832397,0.0007171072065830231,0.10357612371444702,0.08981397747993469,0.11807198822498322,0.09766995161771774,0.0749775767326355,0.740473210811615,0.12056582421064377
"At eleven in the morning, sitting on the Latvian of my parents on the dad side, while I wandered through the channels of the largest television in the whole house, she arrived. I could not believe that something like that could attract so much the attention of everything I had Inside, after all it was only the scene of a film that despite having suggested to me who I really was, I never discovered the title and never searched.",1.4486587550491095,0.3414241373538971,0.8431961536407471,0.1536615639925003,0.08295847475528717,0.16988785564899445,0.18563570082187653,0.8929213285446167,0.5440312623977661,0.30402636528015137,0.017160465940833092,0.4909974932670593,0.053540173918008804,0.19494731724262238,0.13054950535297394,0.2844163477420807,0.28475555777549744,0.12090392410755157,0.4736294150352478,0.16010715067386627
"In secret, the belly grumbles still but the music of us kickboxing athletes dominates it. The day of the examination of the yellow belt also arrives, the first to be precise, I am proud to have reached this goal. I enter the locker room, I look for a piece of floor where to put my things and prepare myself together with all the other athletes. Exciting atmosphere.",1.4486587550491095,0.7200380563735962,0.13818557560443878,0.4994262456893921,0.07066333293914795,0.0031305456068366766,0.01886868290603161,0.0003950509999413043,0.0013758412096649408,0.05940135568380356,0.07158150523900986,0.8918412327766418,0.000365843327017501,0.15607783198356628,0.037625472992658615,0.05033225193619728,0.03141780570149422,0.005688324570655823,0.9850554466247559,0.007128831930458546
"Today I have to have a face, the work foresees it. In these cases I imagine I am Meryl Streep, like her I will try to look languid, kind, deep, confused but resolved. [...] Arrival at smiling and relaxed work, I become red if someone makes me a compliment; I speak with a thread of voice as in those author's films where the best to say the jokes is the one who less makes it clear what he is saying. I am sitting in my dressing room and I wait.",1.4486587550491095,0.8994444012641907,0.07041412591934204,0.38227349519729614,0.1358863115310669,0.06483166664838791,0.038517098873853683,0.23128315806388855,0.30498847365379333,0.08137400448322296,0.039061471819877625,0.90846186876297,0.0006664814427495003,0.10213551670312881,0.128996342420578,0.17646658420562744,0.3256145119667053,0.9374502301216125,0.9006031155586243,0.7158767580986023
"Today I start fasting so I will be able to resume going out, see my friends and dress with other pants from those I wear. Having a wardrobe over the years has been quite complex, I was unable to find a comfortable dress that covered this enormous discomfort that I have towards being in the world. I have been going around with these low -waisted trousers for at least five years, a little paw that make me feel ""normal"" because in the end this is what I want. In order not to lose this feeling I wash them in the evening and wait for them to be at least humid in the morning to wear them again. I am also bulimic towards my pants.",1.4486587550491095,0.9104499816894531,0.009046726860105991,0.6969802379608154,0.21476678550243378,0.7001491189002991,0.07416211068630219,0.6189411878585815,0.21371951699256897,0.17358681559562683,0.021248817443847656,0.9215670228004456,0.010361784137785435,0.13829073309898376,0.48934611678123474,0.10074100643396378,0.27514365315437317,0.05149096995592117,0.9536681771278381,0.047475915402173996
"I am very depressed, my house is that of two now ago, the test of the cook smiles food and happiness but I don't like anything anymore. It's all so squalid and gray when love ends. This, love. ""You have to accept it, it's like that, you can't change it!"" I said this phrase a thousand times aimed at anyone, even food, or rather vomiting, or better still in my practice. I only never repeated to myself.",1.4486587550491095,0.2585749924182892,0.9043850898742676,0.28887617588043213,0.046557433903217316,0.5721624493598938,0.08386993408203125,0.4052251875400543,0.45336535573005676,0.8769185543060303,0.02429790422320366,0.4524761736392975,0.0033892581705003977,0.27149486541748047,0.07507842034101486,0.16468754410743713,0.24558542668819427,0.7437860369682312,0.9127461314201355,0.02633182890713215
"By now I don't realize how much smoke a day. My bathroom is a vanity museum: they collect beauty products. I have at least six different types of shampoo, or maybe eight. Of balsam I only use the Khiel's, but I have two different types ... and also a cream that you don't have to rinse that costs $ 30, more and less wet effect gel, and more and less fixing gel. Perfumed oils for the hair, body creams, GambaPorasoio cream cream, hands cream with glycerin, face creams, night day and super moisturizing, powerful eye drops and natural eye drops, almond scrub, goat's milk shower gel, Chamomile and rosemary masks, and then vitamins, all timerelease naturally, at least five lipsticks tending to red Firefighter, Lobby Brown foundation, Mac foundation, Screen Face Fund, four different types of Maybelline mascara ... I scary the bathroom. The mirror. I remain the hours to fix myself, without being able to recognize me.",1.4486587550491095,0.8149283528327942,0.6932061910629272,0.9714935421943665,0.003945156466215849,0.8272373676300049,0.017718952149152756,0.0006333997589536011,0.040194083005189896,0.05786027014255524,0.030601875856518745,0.7238724827766418,0.0013601860264316201,0.0063398233614861965,0.02611268125474453,0.010762661695480347,0.023311981931328773,0.0071545131504535675,0.617954432964325,0.005859623197466135
"My survival became a question of pride. I went to myself that I would have shown once again to the world of what pasta I was done, what a race of fiber formed my body and my soul. I increased visits with my psychologist who has been following me for sixteen years now and to which I owe a lot, among other things also the writing of this book. It was she who convinced me to do it. Thanks Anna Rita",1.4510966239031404,0.8102219700813293,0.026980828493833542,0.910137414932251,0.7159859538078308,0.7951130867004395,0.025595035403966904,0.05469591170549393,0.7191988229751587,0.17819803953170776,0.08134644478559494,0.8061934113502502,0.004655781202018261,0.05261988937854767,0.5131744146347046,0.08503638952970505,0.5509043335914612,0.9656698107719421,0.40360549092292786,0.39002135396003723
"I never claimed to be anyone's paladin, let alone the example, but I feel like saying that he will read this book: being a woman like me has never been comfortable, but it was almost always a choice . I have had few headlights in life, I have always sailed on sight and it has not always been easy to proceed against everything and against everyone. But, believe me, every time my total absence of conformism has annoyed someone, I knew I was in the right direction.",1.4510966239031404,0.6872091889381409,0.022865967825055122,0.4306928217411041,0.1911403238773346,0.9429125785827637,0.060542117804288864,0.17093181610107422,0.40628767013549805,0.12020181864500046,0.0276523195207119,0.7583103179931641,0.04509059339761734,0.16259509325027466,0.13675974309444427,0.22540847957134247,0.41998234391212463,0.9422200322151184,0.8393750786781311,0.06351615488529205
"Unfortunately, when the lights really turned on, mine did not appear. This is just one of a long series of missed promises. At the award ceremony of the Golden Globe I was sick. Best leading actress for the Zoo film, written and directed by Cristina Comencini. I was twelve and had just won the Golden Globe for Best Actress and my parents had not presented themselves to the award ceremony.",1.4510966239031404,0.17712591588497162,0.012982826679944992,0.07568854838609695,0.03741392120718956,0.7472526431083679,0.086586594581604,0.6017065048217773,0.6534611582756042,0.4891815781593323,0.020066862925887108,0.2461690455675125,0.006374451331794262,0.034350305795669556,0.045053690671920776,0.05343777313828468,0.35457131266593933,0.9040860533714294,0.18366913497447968,0.9489958882331848
