row_id,text,gt_num_entailed,languages_present,models_present,templates_present,num_keywords_total,num_predictions_total,mean_error_all,median_error_all,worst_error_all,accuracy_all,mean_time_all,worst_accuracy_by_model,best_accuracy_by_model,std_accuracy_across_models,mean_accuracy_across_models,mean_f_score_across_models,best_score,worst_score
426,"Damn, but why? ""I should be happy!"" I tell me. ""Senator! But do you realize that honor happened to you? """" Yes, yes ... senator !!! "" And I make up for the verse. I never thought of getting to such a prestigious charge, it was not exactly in my programs! ""Honored, honored"" for heaven's sake ... I found myself elected without having moved a finger. I don't feel up to it ... I'm frightened, even if I don't tell anyone. ""Don't you feel up to par? So, those who voted for you, did they choose you like this, at random? Let's try with an actress ... let's place a nice decorative character, in that mausoleum of tromboni! Plant it with 'this Solfa! Remember all the work you have lined up in prisons, organizing the defenses of the boys arrested for political crimes ... beaten in jail, tortured ... special prisons German model ... the hundreds of shows in support of the factories In struggle you did with Dario ... """" Yes, here, here ... now let's swell of pride ... """" It's just to refresh your memory, give you some security! In short! You have slammed for years just to give you a tone ...?! How do you do some footing? You should be proud: think about how many have voted for you! In those who have trusted you. They are all people who chose you with knowledge of the facts. Not by chance. Force!"" ""But go to the hell, you and your graphic licks!"" So, in conflict with myself, I get in the apartment. I look at the mirror: more pulled than I could not be. ""How nice to tease myself with that smile ... I feel out of place ... not up to it ... Not adequate ... more I'm old to face a new life. "" Well, let's not exaggerate ... now, to look at me well on the mirror all over, I don't really see myself to throw away! «Oh, for misery, at your age you should slam the tail for joy, dear senator! And also volley on yourself as in a dance?! "" Let's realize that we have to enter the scene ... I am a daughter of art and we of the profession by mounting on the stage never trembles.",8,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,13200,0.5457734583953658,0.6260074079036713,0.9997817873954772,0.42272727272727273,4.042249587961705,0.1593939393939394,0.7751515151515151,0.2143428495258406,0.42272727272727273,0.07766589472400838,0.20838442320143213,1.7598980953166836
278,"Carlo [Ponti editor's note] had known that Stanley Kramer, the midday producer of fire, was in Spain, where he was preparing to shoot a drama in costume on Napoleonic wars. At the beginning, there were to be Brando and the Gardner. But Marlon had pulled back, Sinatra had taken over, who was on his course with Ava ... In short, the usual Hollywood mess. The only certainty was Cary Grant, who, however, by contract had the right of approval of the partners and would certainly not have been satisfied with having an almost unknown, moreover Italian. Carlo, as usual, did not be discouraged: he gave Kramer a phone shot and invited him to Rome to show him the river woman. And the director, as soon as the projection ended, anticipated him, taking him by surprise. «What does it say of two hundred thousand dollars for Miss Loren? I think it would be perfect for the part. "" Carlo did not break down, let a handful of seconds passed and then replied by being a certain detachment: ""Interesting, I let me think, I have to verify his next commitments, but in principle I would say yes, it can be done"". ""It was the easiest decision of my life,"" he commented that evening waiting for Stanley to reach us for dinner. It was a star cachet. Now it was a question of earning it.",9,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,13200,0.48726561942264857,0.4543144851922989,0.9998992916662246,0.5191666666666667,3.6406266525002358,0.22787878787878788,0.9672727272727273,0.2713357356928692,0.5191666666666667,0.08965157963729829,0.2478309309737975,1.7585006467817423
188,"[...] Detti the address of the Ministry of Popular Culture. The heart beat me strong as when I decided something for which a lot of courage was needed. When I went down to via Veneto, entering the concierge to be announced, I thought it was absurd what I was about to do [...] I was not the official diva [...] She entered familiarly with the very young minister; [...] I remained stunned, still all vibrant for what I had seen and tried there in the hospital and that being received promptly by Pavolini had been so unexpected, that he had not been able to erase my rebellion. Pavolini entered almost immediately, serious, his curious, stubborn and unhappy forehead under the very black hair which, with the mustache, interrupted the pallor of the face. I had seen it only once before, but I remembered it clearly. With a courteous gesture he invited me to sit but I, vehemently, invested it with crowded words, the inflamed face, the eyes that were filled with tears [...] - goes there, excellence, she goes to that hospital to see with with His eyes the ignoble mockery to which those thousands of mutilated, of moribonds are exposed. Go to see the faces of the officers -. [...] I was almost at the end of my explosion. And while I exhausted the arguments of that rebellion, I listened to me: - They will learn you. Can nothing hanging from it, don't understand it? I was done. Almost awakening I looked at my silent interlocutor with the heart beaten of dismay in the face. What did I do? That would happen to me now? [...] The minister slowly moved away and went to sit on a low armchair, his elbows on his knees, his face resting on the closed fists. I remained motionless where I was silent. [...] He looked at me for a long time as if to contemplate me intrigued, then, remaining sitting over there, almost on the ground, he said slowly, and his voice was beautiful, soft: - He is right. He is right. What we do is absurd -. [...] I still looked at him intent and he [...] said: - You don't talk to anyone about our interview. I considered it a gesture of friendship and I hope to give the test. The test was, perhaps, that from that day the visits of the differents to military hospitals were suspended for the duration of fascism.",5,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,13200,0.5189112801226708,0.6114219129085541,0.9998196959495544,0.4428030303030303,3.677522331421302,0.01818181818181818,0.8242424242424242,0.23931270198144566,0.4428030303030303,0.059051917491346154,0.20349032832158465,1.758043678053671
421,"Needless to spend words: I have aborted. Thirty thousand lire (denarii that we have racimulated among all the people we knew) plus fear, and something on and in the eyes, which for months did not leave me. Of that hour spent in a kind of clinic, certainly not equipped for surgery, I remember the cold, the darkness that was out, was night, the indifference and tension of the doctor and the nurse. ""Don't shout please, otherwise I don't operate it."" There was fear in that room, their and mine. At that time for abortion it ended up in prison. In addition to that fear there was terror for the intervention I faced without knowing absolutely anything. The only thing I knew with certainty is that I would not have had anesthesia. For me, and all for me, there was also the weight of what I was doing. I was lying on the cold bed, I thought of my mother, and I really wanted to die. “If he is afraid he leaves. If he shouts, stop and the hunt away. "" For years, that ""La Package"" has reversed me in the brain making me blush and curse my shyness. I haven't shouted. Pain. Shut up. I felt the tears slip through my hair ... not a lament came out. I looked at the doctor ... an indifferent piece of ice, who did his job by whistling under tone ... ""He is a bad one"" I thought. I certainly flooded with tears Dario, who was waiting for me in front of the closed door. He hugged me tight close. We were sick like two dogs who had lost the way home, moreover I felt so guilty, that I was sure that I would no longer have dared to look my mother in my eyes. Two thousand years of prejudices were the daily bread that many people ate. I, with my honestly Catholic Mother observant and convinced, I made indigestion of it. For Dario it was different. I met that doctor other times. We never even said goodbye. He became famous. Very rich. After the legalization of abortion, he also made conscientious objection. In words. In his studio he did all of Spello, nothing had changed in his abortic activity. Only the rate: one million.",10,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,13200,0.4975892507850114,0.5634569227695465,0.9999132852899493,0.4681818181818182,3.8185944073887854,0.03636363636363636,0.8006060606060607,0.26017380844255156,0.4681818181818182,0.09411556394232676,0.20800800973926664,1.7576763445175123
173,"In short, we worked in Cinecittà, that day, and nobody expected what happened. I was at makeup when I began to hear that there would be Mussolini's speech in Piazza Venezia, and that the workers had to go there. [...] Together [with Blasetti] we confused the dense and whispering crowd that had formed right in front of the second restaurant. ""Second,"" he implied category, and that is the restaurant where the workers and technicians ate. [...] I looked around to see who was there: almost all the actors made up with the scenes on stage; Surrounded by Armigeri, Osvaldo, in his black costume by Cesare Borgia, Assia among the lace of his romantic character, Maria with the Ricci and the ribbons of Dorina in farewell youth, Alida in the busty dress of Manon, the little beautiful erect head, and many Actors, illustrious or not, surrounded by extras in the most varied customs: even Indians, dancers, Odalische Sowing under the stockings of veil. Everyone spanned carefree, as if they had been there for a normal stop of their ephemeral and hard work. Suddenly I saw the smile that Camerini was making me from afar, and I found myself immersed in a sudden silence: the radio had begun to convey the voice of Mussolini. At first nobody understood. That voice spoke briefly and was so dry and peremptory that no one, when silent, was able to believe that he had finished speaking, to explain. He was used to rivers of words, invectives, threats: nothing, never, had been more sinister than that silence, after those unheard of words. [...] The radio, always so urged to transmit the reactions of the crowd, could only record the vast silence that went up beyond, from Piazza Venezia, from that sea of ​​men who had also been chosen, called up, transported there alone because they applauded. [...] I looked around one by one the faces that surrounded me; In each, the same desert that was in the air without sound. On the face of Camerini, over there, hit by the sun, a amazed desolation showed. Blasetti had his eyes barred like an abused boy. Valenti died the upper lip and his face was hard, bad.",8,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,13200,0.5250581344233265,0.5934739112854004,0.9997354745864868,0.4253030303030303,3.5347301336800308,0.03939393939393939,0.8,0.23055733282704344,0.4253030303030303,0.08228798114748379,0.19474569747598686,1.7553509418368567
433,"I was desperate because I had no breasts. So I asked my mother: ""Mom, why don't I have breasts?!"" And she: ""Eh, because, as if to say, in short, nature certain times, that is, here ... but you are quiet: in the end everything is balanced ... at least I hope!"" To tell the truth was not a great dialogue! Then he makes me: ""Pray Santa Rita da Cascia who is the saint of impossible!"" I prayed that you don't know how much ... obviously with not sufficient intensity, and a breasts, one, but beautiful, a pear ... a beautiful pera William ... here nothing! My mom put my bra and pitched me with the handkerchiefs the missing part. Those two protrudes on my chest made me feel almost a woman! I was also less embarrassed with the courtesy of the males, so much so that often those took courage. One of those Moscardini even came to put a hand on my breasts: a ""washing"" came from Knock Out. ""Cretino, how do you allow yourself?"" I was not angry for the gesture, as for the fact that he had touched my wrong breasts! The one padded with pezza! Finally I also got the missing ... round! I had a beautiful pera William and a queen apple. ""Mom, why do I have a pear William and a queen apple?!"" My mother reassured me: ""Having the breasts and two almost identical is an indication of a lack of originality, of a banal indole."" ""Ah yes?"" ""And then a song also says it:"" My girlfriend is about Villafranca, there is a black tenet and another white, a pointed pyrolino and the other round, my girlfriend is beautiful a end! """" ""Well, then we toast!""",12,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,13200,0.535783103108187,0.6220273375511169,0.9997604489326476,0.425,3.7266946167914043,0.04363636363636364,0.7412121212121212,0.21692029474578006,0.425,0.12601496833694298,0.20807970525421993,1.7524638467866145
511,"I remember when I had menstruation for the first time; I was thirteen, it was in summer, at the sea. I was not prepared. I knew what it was, but only vaguely. It happened in Villa Santiago on the French Riviera, and there were guests at home, collaborators of my father who worked with him at a script. [...] suddenly my father said aloud, turning to the party, who was a day of celebration because his daughter ... in short, she had become a woman .... she did not say it just so kindly, her were very raw words . It seemed to me an infamous betrayal, like those who steal your diary or those who say, as my sister did to our children's children, who put my wadding in the bra ... things that make you sink, who burn you forever. In his official announcement to the summer table there was cynicism, contempt for the woman who had become from that moment, with the duty to open my legs ... from that moment I had officially entered the pack of females to be mounted. Such a thing is not told to friends, at the table. I understood the curse of being a woman, woman with her recurring symbol: the blood, the open sex, injured, prey. By ridiculating the situation, asking for the blasphemous complicity of strangers guilty me, implying me in something dark, which I could not identify then. A feeling of dirt, anxiety mixed with the danger, remained for a long time: something that resurrecting the dormant animal in me.",14,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,13200,0.520104013511135,0.6485505104064941,0.9999180597660597,0.44333333333333336,3.804754280111537,0.05333333333333334,0.7866666666666666,0.23164838305083046,0.44333333333333336,0.15209701909003,0.2116849502825029,1.7516704563280252
51,"My brother got married in February. Then I suddenly decided to get married too. In June. With Fabio Mauri, a childhood friend of Pier Paolo Pasolini. Pier Paolo was our witness. In a photo, which I certainly kept, brings a very elegant dress, of a shiny and bright fabric. Fabio, who was an artist, a painter, but he tried to convince me to abandon the theater. Curiously, despite my great insecurity, I resisted. When I married Fabio, there was a psychological accident in me: I believe above all because I didn't want to be a married woman, a wife. It was a mistake. [...] You can't escape. You can't really go away from yourself. But I didn't follow his advice. I flooded the apartment. I opened all the taps. The water reached the ankles. My mother -in -law took tea with friends. They heard the water go up to the calves. It is at that moment that he began to think that I had to be crazy. It is not normal to flood your apartment - especially in the presence of your husband's mother. My father had done the same year earlier, he had flooded everything in Milan's apartment, and had also built paper boats. You cannot imagine the rapidity of the water that goes up ... then I ended up divorcing.",12,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,13200,0.5188764982157061,0.5219270884990692,0.9998128197039478,0.48522727272727273,3.464034886669463,0.12,0.7593939393939394,0.23268824923099354,0.48522727272727273,0.1363390647466533,0.2525390234962792,1.7513775671506475
47,"It seems strange to say it but at that moment I did not understand what had just happened to me. Indeed, the first feeling I felt when I returned to my body was guilt. I thought back to the provocative dress I had worn, to the invitation I had accepted, to the champagne I had drunk ... it was my fault. And then that could not be rape, it was not so that Franca Rame had described him, the black chronicles in the newspapers that spoke of unexpected women caught by dark and beaten streets ... no, I had not been raped, because I still had on me The dress ... [...] I remember that the door slammed like an obsessed. My friend and I closed us in the closet fearing that he would throw the door down. Every time I participated in a festival, that it was Venice, Cannes, Toronto, Dauville, that monster showed up and I had to hide, helped by friends, body guards, publicists ... he presented himself to every first of any film, equipped with Paparazzi in order to take a photo embraced with me. At the time I did not understand why he did it, I thought he was interested in my work, or obsessed with me, then when I saw the smiling photographs that portrayed him with all the women who had accused him of rape, violence and sexual abuse, I understood that that of the Photo Together was an alibi who had been created over the years to defend himself: ""They were all my friends"" he would have told the trial. ""All reports have been consenting.""",10,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,13200,0.5241810250692329,0.6027674078941345,0.9995487928390504,0.43803030303030305,3.37511722634206,0.03636363636363636,0.7903030303030303,0.22745487650259721,0.438030303030303,0.09674013493443451,0.21057542652770583,1.7511846944108804
429,"It is April 25, the war is over. The partisans parade in Varese for the Empire square. Among them there are guys I know. They were of the first group of fighters who had formed on the mountains of the Cucia Val just after 8 September. They had perceived on Monte Grino and on the Cuvignone. The Germans had attacked them by shooting with heavy artillery, a real massacre, few had saved themselves through the galleries dug in the First World War; They were almost all inhabitants of the valley, the only ones who knew the path of those ancient walkways to the bearer. To celebrate liberation, a lot of people had reversed on the streets: at a certain point I see an armed group come forward from the bottom. With them there was a woman. He was the mother of one of the fallen of Monte Grino. Many recognized it and applauded it. Someone went to hug her. Suddenly she stopped and sat on a wall, nodding others to continue: the emotion was too big and no longer led to walking among the applause and cries. The day after the allies arrive. We had seen them in the afternoon pass through the city on the trucks. They had also arrived in my way. They threw chocolate and cigarettes to us. I blush at the thought of being thrown with others to try to collect something.  In the evening, in the courtyard of my house, great party. A gramophone, [...]. Then I look up, towards the dark window of the first floor: my house. More than seeing her, I understand it: my mother is there, she is looking at us. I know his thoughts, his torment: my brother, deported to a concentration camp in Germany, has not given news for over two years, in a moment I am close to her ashamed of my joy. I get tightened to her.",17,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",275,13200,0.4985773816625227,0.4775621294975281,0.9998776025604457,0.5136363636363637,4.042249587961705,0.19272727272727272,0.9193939393939394,0.24838325449277562,0.5136363636363637,0.1675965481289582,0.265253109143588,1.746838238715744
