keyword_set,row_id,text,gt_num_entailed,languages_present,models_present,templates_present,num_keywords_total,num_predictions_total,mean_error_all,median_error_all,worst_error_all,accuracy_all,mean_time_all,worst_accuracy_by_model,best_accuracy_by_model,std_accuracy_across_models,mean_accuracy_across_models,best_score,worst_score
k,114,"... Once upon a time there was a girl named Claude: a boy name. That name had also given her a boy's soul: from an early age he loved the challenge, cultivated physical and psychological courage, if he offended it he got angry, but did not cry. Then, one day, it happened that Claude looked in the mirror: and the mirror were the eyes of others, especially of the boys with whom he met at school or on the beach of Tunis. And in the mirror he realized he was a woman. Then he began to question himself: what is a woman? What am I, woman? How do I like a woman? I like a woman strong, active: I don't like the yielding ones, weak, tired, slaves of men. I like beautiful women: I am not ashamed, on the street, to turn to look at them. But their beauty, for me, is inevitably connected to their strength: and you can see, in the eyes, in the rice, in the way of walking. The strength is also the courage of simplicity: I do not like hypervestite, hypertruchy and conspicuously ""lifati"" women, because through all this they tell their weakness. I like the dignity of women: dignity to accept that the years pass without reacting, stealing clothes from the teenage daughters with the illusion of rejuvenating. Yes: women ... and I, how do I like it?",9,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.48796748626529257,0.5606749653816223,0.999791900147102,0.4774576822916667,3.7599241967545822,0.035807291666666664,0.8072916666666666,0.26842592793968917,0.47745768229166663,0.20903175435197752,1.7561853143520838
k,426,"Damn, but why? ""I should be happy!"" I tell me. ""Senator! But do you realize that honor happened to you? """" Yes, yes ... senator !!! "" And I make up for the verse. I never thought of getting to such a prestigious charge, it was not exactly in my programs! ""Honored, honored"" for heaven's sake ... I found myself elected without having moved a finger. I don't feel up to it ... I'm frightened, even if I don't tell anyone. ""Don't you feel up to par? So, those who voted for you, did they choose you like this, at random? Let's try with an actress ... let's place a nice decorative character, in that mausoleum of tromboni! Plant it with 'this Solfa! Remember all the work you have lined up in prisons, organizing the defenses of the boys arrested for political crimes ... beaten in jail, tortured ... special prisons German model ... the hundreds of shows in support of the factories In struggle you did with Dario ... """" Yes, here, here ... now let's swell of pride ... """" It's just to refresh your memory, give you some security! In short! You have slammed for years just to give you a tone ...?! How do you do some footing? You should be proud: think about how many have voted for you! In those who have trusted you. They are all people who chose you with knowledge of the facts. Not by chance. Force!"" ""But go to the hell, you and your graphic licks!"" So, in conflict with myself, I get in the apartment. I look at the mirror: more pulled than I could not be. ""How nice to tease myself with that smile ... I feel out of place ... not up to it ... Not adequate ... more I'm old to face a new life. "" Well, let's not exaggerate ... now, to look at me well on the mirror all over, I don't really see myself to throw away! «Oh, for misery, at your age you should slam the tail for joy, dear senator! And also volley on yourself as in a dance?! "" Let's realize that we have to enter the scene ... I am a daughter of art and we of the profession by mounting on the stage never trembles.",7,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.5368807450729856,0.6065148413181305,0.9997817873954772,0.432861328125,4.316299630067078,0.1640625,0.7936197916666666,0.21917819372527533,0.432861328125,0.21368313439972467,1.755840726193738
k,433,"I was desperate because I had no breasts. So I asked my mother: ""Mom, why don't I have breasts?!"" And she: ""Eh, because, as if to say, in short, nature certain times, that is, here ... but you are quiet: in the end everything is balanced ... at least I hope!"" To tell the truth was not a great dialogue! Then he makes me: ""Pray Santa Rita da Cascia who is the saint of impossible!"" I prayed that you don't know how much ... obviously with not sufficient intensity, and a breasts, one, but beautiful, a pear ... a beautiful pera William ... here nothing! My mom put my bra and pitched me with the handkerchiefs the missing part. Those two protrudes on my chest made me feel almost a woman! I was also less embarrassed with the courtesy of the males, so much so that often those took courage. One of those Moscardini even came to put a hand on my breasts: a ""washing"" came from Knock Out. ""Cretino, how do you allow yourself?"" I was not angry for the gesture, as for the fact that he had touched my wrong breasts! The one padded with pezza! Finally I also got the missing ... round! I had a beautiful pera William and a queen apple. ""Mom, why do I have a pear William and a queen apple?!"" My mother reassured me: ""Having the breasts and two almost identical is an indication of a lack of originality, of a banal indole."" ""Ah yes?"" ""And then a song also says it:"" My girlfriend is about Villafranca, there is a black tenet and another white, a pointed pyrolino and the other round, my girlfriend is beautiful a end! """" ""Well, then we toast!""",9,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.5315490016084228,0.6173524558544159,0.9997604489326476,0.429443359375,3.979200640572041,0.03515625,0.7526041666666666,0.22343833940966304,0.429443359375,0.20600501996533696,1.7547477899507335
k,188,"[...] Detti the address of the Ministry of Popular Culture. The heart beat me strong as when I decided something for which a lot of courage was needed. When I went down to via Veneto, entering the concierge to be announced, I thought it was absurd what I was about to do [...] I was not the official diva [...] She entered familiarly with the very young minister; [...] I remained stunned, still all vibrant for what I had seen and tried there in the hospital and that being received promptly by Pavolini had been so unexpected, that he had not been able to erase my rebellion. Pavolini entered almost immediately, serious, his curious, stubborn and unhappy forehead under the very black hair which, with the mustache, interrupted the pallor of the face. I had seen it only once before, but I remembered it clearly. With a courteous gesture he invited me to sit but I, vehemently, invested it with crowded words, the inflamed face, the eyes that were filled with tears [...] - goes there, excellence, she goes to that hospital to see with with His eyes the ignoble mockery to which those thousands of mutilated, of moribonds are exposed. Go to see the faces of the officers -. [...] I was almost at the end of my explosion. And while I exhausted the arguments of that rebellion, I listened to me: - They will learn you. Can nothing hanging from it, don't understand it? I was done. Almost awakening I looked at my silent interlocutor with the heart beaten of dismay in the face. What did I do? That would happen to me now? [...] The minister slowly moved away and went to sit on a low armchair, his elbows on his knees, his face resting on the closed fists. I remained motionless where I was silent. [...] He looked at me for a long time as if to contemplate me intrigued, then, remaining sitting over there, almost on the ground, he said slowly, and his voice was beautiful, soft: - He is right. He is right. What we do is absurd -. [...] I still looked at him intent and he [...] said: - You don't talk to anyone about our interview. I considered it a gesture of friendship and I hope to give the test. The test was, perhaps, that from that day the visits of the differents to military hospitals were suspended for the duration of fascism.",4,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.512402056910538,0.6025548875331879,0.9998196959495544,0.450439453125,3.92561914625306,0.015625,0.833984375,0.24235731071497155,0.450439453125,0.20808214241002845,1.7545790635750638
k,47,"It seems strange to say it but at that moment I did not understand what had just happened to me. Indeed, the first feeling I felt when I returned to my body was guilt. I thought back to the provocative dress I had worn, to the invitation I had accepted, to the champagne I had drunk ... it was my fault. And then that could not be rape, it was not so that Franca Rame had described him, the black chronicles in the newspapers that spoke of unexpected women caught by dark and beaten streets ... no, I had not been raped, because I still had on me The dress ... [...] I remember that the door slammed like an obsessed. My friend and I closed us in the closet fearing that he would throw the door down. Every time I participated in a festival, that it was Venice, Cannes, Toronto, Dauville, that monster showed up and I had to hide, helped by friends, body guards, publicists ... he presented himself to every first of any film, equipped with Paparazzi in order to take a photo embraced with me. At the time I did not understand why he did it, I thought he was interested in my work, or obsessed with me, then when I saw the smiling photographs that portrayed him with all the women who had accused him of rape, violence and sexual abuse, I understood that that of the Photo Together was an alibi who had been created over the years to defend himself: ""They were all my friends"" he would have told the trial. ""All reports have been consenting.""",7,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.5199796700524134,0.599289208650589,0.9995487928390504,0.4423014322916667,3.6019374485428366,0.02734375,0.798828125,0.23274533083187332,0.44230143229166663,0.20955610145979336,1.752273793723337
k,511,"I remember when I had menstruation for the first time; I was thirteen, it was in summer, at the sea. I was not prepared. I knew what it was, but only vaguely. It happened in Villa Santiago on the French Riviera, and there were guests at home, collaborators of my father who worked with him at a script. [...] suddenly my father said aloud, turning to the party, who was a day of celebration because his daughter ... in short, she had become a woman .... she did not say it just so kindly, her were very raw words . It seemed to me an infamous betrayal, like those who steal your diary or those who say, as my sister did to our children's children, who put my wadding in the bra ... things that make you sink, who burn you forever. In his official announcement to the summer table there was cynicism, contempt for the woman who had become from that moment, with the duty to open my legs ... from that moment I had officially entered the pack of females to be mounted. Such a thing is not told to friends, at the table. I understood the curse of being a woman, woman with her recurring symbol: the blood, the open sex, injured, prey. By ridiculating the situation, asking for the blasphemous complicity of strangers guilty me, implying me in something dark, which I could not identify then. A feeling of dirt, anxiety mixed with the danger, remained for a long time: something that resurrecting the dormant animal in me.",11,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.5157845055396363,0.6375914216041565,0.9999180597660597,0.4480794270833333,4.062838550186522,0.045572916666666664,0.79296875,0.23641067578379465,0.44807942708333337,0.21166875129953866,1.7521132410894908
k,429,"It is April 25, the war is over. The partisans parade in Varese for the Empire square. Among them there are guys I know. They were of the first group of fighters who had formed on the mountains of the Cucia Val just after 8 September. They had perceived on Monte Grino and on the Cuvignone. The Germans had attacked them by shooting with heavy artillery, a real massacre, few had saved themselves through the galleries dug in the First World War; They were almost all inhabitants of the valley, the only ones who knew the path of those ancient walkways to the bearer. To celebrate liberation, a lot of people had reversed on the streets: at a certain point I see an armed group come forward from the bottom. With them there was a woman. He was the mother of one of the fallen of Monte Grino. Many recognized it and applauded it. Someone went to hug her. Suddenly she stopped and sat on a wall, nodding others to continue: the emotion was too big and no longer led to walking among the applause and cries. The day after the allies arrive. We had seen them in the afternoon pass through the city on the trucks. They had also arrived in my way. They threw chocolate and cigarettes to us. I blush at the thought of being thrown with others to try to collect something.  In the evening, in the courtyard of my house, great party. A gramophone, [...]. Then I look up, towards the dark window of the first floor: my house. More than seeing her, I understand it: my mother is there, she is looking at us. I know his thoughts, his torment: my brother, deported to a concentration camp in Germany, has not given news for over two years, in a moment I am close to her ashamed of my joy. I get tightened to her.",12,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.49738547357174134,0.47646890580654144,0.9998776025604457,0.515380859375,4.316299630067078,0.18424479166666666,0.93359375,0.2548488535626225,0.515380859375,0.2605320058123775,1.7521119296948096
k,173,"In short, we worked in Cinecittà, that day, and nobody expected what happened. I was at makeup when I began to hear that there would be Mussolini's speech in Piazza Venezia, and that the workers had to go there. [...] Together [with Blasetti] we confused the dense and whispering crowd that had formed right in front of the second restaurant. ""Second,"" he implied category, and that is the restaurant where the workers and technicians ate. [...] I looked around to see who was there: almost all the actors made up with the scenes on stage; Surrounded by Armigeri, Osvaldo, in his black costume by Cesare Borgia, Assia among the lace of his romantic character, Maria with the Ricci and the ribbons of Dorina in farewell youth, Alida in the busty dress of Manon, the little beautiful erect head, and many Actors, illustrious or not, surrounded by extras in the most varied customs: even Indians, dancers, Odalische Sowing under the stockings of veil. Everyone spanned carefree, as if they had been there for a normal stop of their ephemeral and hard work. Suddenly I saw the smile that Camerini was making me from afar, and I found myself immersed in a sudden silence: the radio had begun to convey the voice of Mussolini. At first nobody understood. That voice spoke briefly and was so dry and peremptory that no one, when silent, was able to believe that he had finished speaking, to explain. He was used to rivers of words, invectives, threats: nothing, never, had been more sinister than that silence, after those unheard of words. [...] The radio, always so urged to transmit the reactions of the crowd, could only record the vast silence that went up beyond, from Piazza Venezia, from that sea of ​​men who had also been chosen, called up, transported there alone because they applauded. [...] I looked around one by one the faces that surrounded me; In each, the same desert that was in the air without sound. On the face of Camerini, over there, hit by the sun, a amazed desolation showed. Blasetti had his eyes barred like an abused boy. Valenti died the upper lip and his face was hard, bad.",6,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.5206251237807752,0.590032696723938,0.9997354745864868,0.4303385416666667,3.7730006817194712,0.034505208333333336,0.798828125,0.23093986645867984,0.4303385416666667,0.19939867520798685,1.751300464825942
k,51,"My brother got married in February. Then I suddenly decided to get married too. In June. With Fabio Mauri, a childhood friend of Pier Paolo Pasolini. Pier Paolo was our witness. In a photo, which I certainly kept, brings a very elegant dress, of a shiny and bright fabric. Fabio, who was an artist, a painter, but he tried to convince me to abandon the theater. Curiously, despite my great insecurity, I resisted. When I married Fabio, there was a psychological accident in me: I believe above all because I didn't want to be a married woman, a wife. It was a mistake. [...] You can't escape. You can't really go away from yourself. But I didn't follow his advice. I flooded the apartment. I opened all the taps. The water reached the ankles. My mother -in -law took tea with friends. They heard the water go up to the calves. It is at that moment that he began to think that I had to be crazy. It is not normal to flood your apartment - especially in the presence of your husband's mother. My father had done the same year earlier, he had flooded everything in Milan's apartment, and had also built paper boats. You cannot imagine the rapidity of the water that goes up ... then I ended up divorcing.",9,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.5166817137659881,0.5179348587989807,0.9998128197039478,0.4873860677083333,3.696978124367888,0.1171875,0.7584635416666666,0.23367769365585458,0.4873860677083333,0.2537083740524787,1.7501722271257907
k,278,"Carlo [Ponti editor's note] had known that Stanley Kramer, the midday producer of fire, was in Spain, where he was preparing to shoot a drama in costume on Napoleonic wars. At the beginning, there were to be Brando and the Gardner. But Marlon had pulled back, Sinatra had taken over, who was on his course with Ava ... In short, the usual Hollywood mess. The only certainty was Cary Grant, who, however, by contract had the right of approval of the partners and would certainly not have been satisfied with having an almost unknown, moreover Italian. Carlo, as usual, did not be discouraged: he gave Kramer a phone shot and invited him to Rome to show him the river woman. And the director, as soon as the projection ended, anticipated him, taking him by surprise. «What does it say of two hundred thousand dollars for Miss Loren? I think it would be perfect for the part. "" Carlo did not break down, let a handful of seconds passed and then replied by being a certain detachment: ""Interesting, I let me think, I have to verify his next commitments, but in principle I would say yes, it can be done"". ""It was the easiest decision of my life,"" he commented that evening waiting for Stanley to reach us for dinner. It was a star cachet. Now it was a question of earning it.",8,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4816522713763692,0.4412585645914078,0.9998992916662246,0.5252278645833334,3.8865553409656663,0.23697916666666666,0.96875,0.2684157344796119,0.5252278645833334,0.25681213010372145,1.7499672975222056
